Depth Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Approx Depth AQ Time Longitude,Approx Depth AQ Time Latitude
235,733,2020.07.29 14:00:00,2020.07.29 12:00:00,95.703%,89.0,78.0,,81.0,69.141%,2.734%,10.547%,2.734%,0.391%,1.172%,1.172%,2.734%,0.391%,0.391%,85.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.229327,36.748042
236,735,2020.07.29 16:00:00,2020.07.29 14:00:00,96.484%,87.0,80.0,,83.0,64.453%,2.734%,3.516%,4.297%,3.516%,2.734%,5.078%,3.516%,0.391%,0.391%,81.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,15.223541,36.724721
237,737,2020.07.29 18:00:00,2020.07.29 16:00:00,95.703%,75.0,92.0,,83.0,59.766%,1.172%,13.672%,2.734%,1.172%,1.172%,2.734%,7.422%,0.391%,0.391%,72.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,15.234873,36.697790
238,739,2020.07.29 20:00:00,2020.07.29 18:00:00,96.484%,55.0,110.0,,89.0,65.234%,3.516%,16.797%,1.953%,0.391%,0.391%,1.172%,2.734%,0.391%,0.391%,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.253732,36.665450
239,741,2020.07.29 22:00:00,2020.07.29 20:00:00,98.047%,81.0,97.0,,11.0,86.328%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.242534,36.632811
240,748,2020.07.30 00:00:00,2020.07.29 22:00:00,97.266%,60.0,114.0,,21.0,76.953%,6.641%,9.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.215386,36.611141
241,751,2020.07.30 02:00:00,2020.07.30 00:00:00,94.922%,73.0,94.0,,61.0,80.078%,4.297%,1.172%,0.391%,0.391%,0.391%,2.734%,0.391%,0.391%,0.391%,71.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.182921,36.593127
242,753,2020.07.30 04:00:00,2020.07.30 02:00:00,98.047%,82.0,89.0,,69.0,87.891%,0.391%,1.172%,1.172%,0.391%,0.391%,1.172%,0.391%,0.391%,0.391%,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.150457,36.575113
243,755,2020.07.30 06:00:00,2020.07.30 04:00:00,94.922%,66.0,104.0,,69.0,51.172%,2.734%,21.484%,4.297%,2.734%,4.297%,4.297%,0.391%,0.391%,0.391%,62.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,15.119477,36.553282
244,757,2020.07.30 08:00:00,2020.07.30 06:00:00,96.484%,85.0,81.0,,69.0,66.797%,8.203%,6.641%,1.953%,1.953%,1.172%,3.516%,0.391%,0.391%,0.391%,81.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.088991,36.530177
245,759,2020.07.30 10:00:00,2020.07.30 08:00:00,97.266%,94.0,75.0,,75.0,71.484%,1.172%,7.422%,1.172%,1.172%,1.172%,2.734%,2.734%,0.391%,0.391%,93.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.058506,36.507073
246,763,2020.07.30 12:00:00,2020.07.30 10:00:00,94.922%,51.0,136.0,,79.0,40.234%,1.172%,1.953%,7.422%,10.547%,19.922%,8.984%,1.172%,0.391%,0.391%,47.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,15.035117,36.481002
247,767,2020.07.30 14:00:00,2020.07.30 12:00:00,94.922%,61.0,111.0,,81.0,48.828%,1.172%,2.734%,2.734%,6.641%,22.266%,4.297%,1.953%,0.391%,0.391%,58.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,15.037291,36.451705
248,769,2020.07.30 16:00:00,2020.07.30 14:00:00,94.141%,75.0,88.0,,77.0,56.641%,1.172%,3.516%,2.734%,2.734%,8.984%,11.328%,2.734%,0.391%,0.391%,72.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,15.041855,36.412593
249,771,2020.07.30 18:00:00,2020.07.30 16:00:00,94.922%,65.0,108.0,,89.0,50.391%,1.172%,3.516%,2.734%,2.734%,5.078%,18.359%,6.641%,0.391%,0.391%,61.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.039857,36.378064
250,773,2020.07.30 20:00:00,2020.07.30 18:00:00,97.266%,78.0,89.0,,37.0,87.891%,0.391%,1.953%,1.172%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.038335,36.340633
251,775,2020.07.30 22:00:00,2020.07.30 20:00:00,97.266%,76.0,82.0,,21.0,80.859%,0.391%,11.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.039724,36.297423
252,780,2020.07.31 00:00:00,2020.07.30 22:00:00,96.484%,77.0,100.0,,11.0,73.828%,17.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.030128,36.262436
253,785,2020.07.31 02:00:00,2020.07.31 00:00:00,94.141%,45.0,147.0,,83.0,74.609%,8.203%,1.172%,1.172%,1.172%,0.391%,1.172%,3.516%,0.391%,0.391%,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.009549,36.235671
254,787,2020.07.31 04:00:00,2020.07.31 02:00:00,94.141%,27.0,242.0,,77.0,51.953%,20.703%,10.547%,1.172%,1.172%,1.172%,1.953%,2.734%,0.391%,0.391%,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.984166,36.219118
255,789,2020.07.31 06:00:00,2020.07.31 04:00:00,96.484%,47.0,157.0,,77.0,39.453%,2.734%,38.672%,1.953%,1.172%,2.734%,1.953%,5.859%,0.391%,0.391%,44.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.963204,36.207746
256,793,2020.07.31 08:00:00,2020.07.31 06:00:00,94.141%,29.0,232.0,,103.0,27.734%,4.297%,41.016%,1.953%,1.172%,1.172%,5.859%,8.203%,1.172%,0.391%,25.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,14.947627,36.198768
257,795,2020.07.31 10:00:00,2020.07.31 08:00:00,94.922%,56.0,113.0,,109.0,58.984%,2.734%,5.078%,1.953%,2.734%,2.734%,3.516%,5.078%,9.766%,0.391%,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.927235,36.193028
258,798,2020.07.31 12:00:00,2020.07.31 10:00:00,93.359%,46.0,155.0,,111.0,53.516%,1.172%,1.953%,1.953%,1.172%,1.953%,3.516%,13.672%,11.328%,0.391%,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.910612,36.187320
259,803,2020.07.31 14:00:00,2020.07.31 12:00:00,93.359%,32.0,211.0,,117.0,55.859%,0.391%,3.516%,1.953%,1.953%,1.172%,2.734%,16.016%,5.859%,1.172%,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.884327,36.165071
260,805,2020.07.31 16:00:00,2020.07.31 14:00:00,94.922%,58.0,118.0,,95.0,59.766%,1.172%,4.297%,6.641%,1.953%,1.172%,2.734%,11.328%,1.172%,0.391%,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.852711,36.151105
261,807,2020.07.31 18:00:00,2020.07.31 16:00:00,93.359%,28.0,241.0,,101.0,38.672%,1.953%,5.859%,3.516%,2.734%,2.734%,13.672%,12.109%,10.547%,0.391%,23.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,14.822048,36.141745
262,809,2020.07.31 20:00:00,2020.07.31 18:00:00,94.141%,43.0,160.0,,25.0,60.547%,1.172%,20.703%,8.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,39.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.794723,36.144227
263,811,2020.07.31 22:00:00,2020.07.31 20:00:00,97.266%,56.0,121.0,,105.0,71.484%,1.172%,13.672%,2.734%,0.391%,1.172%,1.172%,1.172%,1.172%,0.391%,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.764138,36.141961
264,814,2020.08.01 00:00:00,2020.07.31 22:00:00,96.484%,69.0,104.0,,15.0,75.391%,7.422%,9.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.730898,36.138772
265,817,2020.08.01 02:00:00,2020.08.01 00:00:00,98.047%,88.0,80.0,,3.0,92.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.697657,36.135583
266,819,2020.08.01 04:00:00,2020.08.01 02:00:00,93.359%,42.0,158.0,,39.0,52.734%,30.078%,4.297%,2.734%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,38.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.665250,36.140651
267,821,2020.08.01 06:00:00,2020.08.01 04:00:00,93.359%,37.0,183.0,,99.0,43.359%,2.734%,12.891%,3.516%,2.734%,2.734%,4.297%,16.016%,3.516%,0.391%,31.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,14.632843,36.145720
268,823,2020.08.01 08:00:00,2020.08.01 06:00:00,92.578%,12.0,557.0,,73.0,6.641%,5.078%,54.297%,7.422%,2.734%,1.953%,10.547%,1.953%,0.391%,0.391%,8.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.613415,36.152020
269,833,2020.08.01 14:00:00,2020.08.01 12:00:00,91.797%,26.0,222.0,,103.0,48.047%,3.516%,2.734%,2.734%,2.734%,1.953%,4.297%,21.484%,3.516%,0.391%,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.523721,36.159531
270,835,2020.08.01 16:00:00,2020.08.01 14:00:00,94.141%,69.0,110.0,,101.0,49.609%,18.359%,8.984%,2.734%,0.391%,0.391%,2.734%,4.297%,2.734%,0.391%,65.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,14.486607,36.163412
271,837,2020.08.01 18:00:00,2020.08.01 16:00:00,93.359%,19.0,291.0,,89.0,19.922%,10.547%,5.078%,5.859%,2.734%,3.516%,27.734%,16.797%,0.391%,0.391%,14.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.458445,36.170307
272,839,2020.08.01 20:00:00,2020.08.01 18:00:00,94.141%,41.0,195.0,,35.0,63.672%,18.359%,2.734%,5.078%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,37.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.430002,36.184255
273,841,2020.08.01 22:00:00,2020.08.01 20:00:00,95.703%,61.0,112.0,,21.0,59.766%,3.516%,28.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.407781,36.188806
274,844,2020.08.02 00:00:00,2020.08.01 22:00:00,93.359%,63.0,107.0,,19.0,66.016%,6.641%,16.797%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.385171,36.192634
275,847,2020.08.02 02:00:00,2020.08.02 00:00:00,95.703%,71.0,96.0,,15.0,76.953%,1.172%,14.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.356719,36.191188
276,849,2020.08.02 04:00:00,2020.08.02 02:00:00,95.703%,82.0,83.0,,33.0,73.047%,1.172%,13.672%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,80.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.323597,36.186637
277,851,2020.08.02 06:00:00,2020.08.02 04:00:00,95.703%,53.0,131.0,,105.0,54.297%,1.953%,16.797%,2.734%,1.953%,1.953%,4.297%,5.078%,3.516%,0.391%,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.285252,36.185581
278,859,2020.08.02 08:00:00,2020.08.02 06:00:00,94.141%,20.0,327.0,,27.0,20.703%,19.141%,51.172%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,15.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.264511,36.192788
279,861,2020.08.02 10:00:00,2020.08.02 08:00:00,96.484%,73.0,95.0,,27.0,63.672%,6.641%,19.922%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,71.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.217944,36.204053
280,864,2020.08.02 12:00:00,2020.08.02 10:00:00,95.703%,80.0,87.0,,31.0,64.453%,3.516%,19.922%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,76.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.171376,36.215317
281,867,2020.08.02 14:00:00,2020.08.02 12:00:00,95.703%,67.0,102.0,,75.0,65.234%,4.297%,17.578%,1.953%,1.172%,0.391%,1.172%,0.391%,0.391%,0.391%,65.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.123424,36.225977
282,869,2020.08.02 16:00:00,2020.08.02 14:00:00,95.703%,59.0,105.0,,87.0,54.297%,3.516%,24.609%,3.516%,1.172%,1.172%,1.172%,1.953%,0.391%,0.391%,55.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.077584,36.235889
283,871,2020.08.02 18:00:00,2020.08.02 16:00:00,94.141%,29.0,253.0,,89.0,31.641%,8.984%,40.234%,2.734%,2.734%,2.734%,1.172%,2.734%,0.391%,0.391%,25.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,14.038011,36.246869
284,873,2020.08.02 20:00:00,2020.08.02 18:00:00,96.484%,45.0,157.0,,17.0,62.109%,4.297%,26.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.998438,36.257848
285,875,2020.08.02 22:00:00,2020.08.02 20:00:00,94.922%,54.0,125.0,,17.0,59.766%,5.078%,26.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,53.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.958865,36.268828
286,877,2020.08.03 00:00:00,2020.08.02 22:00:00,94.141%,17.0,422.0,,19.0,26.953%,17.578%,48.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.913816,36.283387
287,883,2020.08.03 02:00:00,2020.08.03 00:00:00,88.672%,24.0,249.0,,17.0,30.859%,26.953%,29.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.864711,36.305309
288,885,2020.08.03 04:00:00,2020.08.03 02:00:00,95.703%,41.0,176.0,,47.0,55.078%,19.922%,16.797%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.821009,36.324703
289,887,2020.08.03 06:00:00,2020.08.03 04:00:00,92.578%,5.0,1226.0,,99.0,10.547%,3.516%,5.859%,8.984%,5.078%,8.203%,32.422%,16.797%,2.734%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,13.798383,36.342680
290,891,2020.08.03 08:00:00,2020.08.03 06:00:00,94.141%,6.0,1129.0,,75.0,3.516%,18.359%,56.641%,1.172%,1.172%,1.953%,9.766%,1.172%,0.391%,0.391%,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.771992,36.362914
291,893,2020.08.03 10:00:00,2020.08.03 08:00:00,95.703%,62.0,110.0,,105.0,53.516%,13.672%,6.641%,1.172%,1.172%,1.172%,2.734%,5.078%,5.859%,0.391%,59.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.733944,36.394870
292,895,2020.08.03 12:00:00,2020.08.03 10:00:00,93.359%,38.0,171.0,,93.0,51.172%,1.172%,3.516%,2.734%,2.734%,2.734%,7.422%,18.359%,0.391%,0.391%,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,13.706486,36.424283
293,899,2020.08.03 14:00:00,2020.08.03 12:00:00,93.359%,55.0,132.0,,91.0,55.859%,2.734%,3.516%,1.953%,1.953%,1.953%,8.984%,13.672%,0.391%,0.391%,51.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,13.669229,36.438945
294,903,2020.08.03 16:00:00,2020.08.03 14:00:00,91.016%,29.0,238.0,,105.0,33.984%,3.516%,7.422%,3.516%,2.734%,2.734%,13.672%,17.578%,5.078%,0.391%,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,13.635738,36.451097
295,905,2020.08.03 18:00:00,2020.08.03 16:00:00,93.359%,26.0,219.0,,87.0,42.578%,1.953%,3.516%,2.734%,2.734%,2.734%,24.609%,12.109%,0.391%,0.391%,23.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.605272,36.467285
296,907,2020.08.03 20:00:00,2020.08.03 18:00:00,92.578%,27.0,287.0,,47.0,51.172%,14.453%,12.891%,3.516%,5.078%,3.516%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.576771,36.488378
297,909,2020.08.03 22:00:00,2020.08.03 20:00:00,80.078%,25.0,211.0,,23.0,38.672%,16.016%,23.047%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,22.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.544751,36.505366
298,913,2020.08.04 00:00:00,2020.08.03 22:00:00,79.297%,10.0,582.0,,35.0,9.766%,19.922%,44.141%,1.172%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.513695,36.518005
299,917,2020.08.04 02:00:00,2020.08.04 00:00:00,91.797%,50.0,138.0,,31.0,66.016%,6.641%,10.547%,5.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,47.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.477116,36.521927
300,919,2020.08.04 04:00:00,2020.08.04 02:00:00,91.797%,38.0,170.0,,43.0,32.422%,14.453%,40.234%,0.391%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,33.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.431884,36.530752
301,921,2020.08.04 06:00:00,2020.08.04 04:00:00,93.359%,15.0,426.0,,99.0,26.953%,3.516%,18.359%,4.297%,2.734%,1.953%,5.078%,15.234%,14.453%,0.391%,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,13.391370,36.543154
302,925,2020.08.04 08:00:00,2020.08.04 06:00:00,90.234%,28.0,249.0,,87.0,30.078%,12.891%,15.234%,2.734%,1.953%,1.953%,4.297%,19.922%,0.391%,0.391%,23.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,13.358432,36.558801
303,927,2020.08.04 10:00:00,2020.08.04 08:00:00,93.359%,51.0,129.0,,93.0,56.641%,1.172%,22.266%,3.516%,1.953%,1.172%,1.172%,2.734%,0.391%,0.391%,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.317997,36.582295
304,929,2020.08.04 12:00:00,2020.08.04 10:00:00,93.359%,50.0,128.0,,77.0,56.641%,2.734%,25.391%,2.734%,1.172%,0.391%,1.172%,1.172%,0.391%,0.391%,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.276371,36.604804
305,933,2020.08.04 14:00:00,2020.08.04 12:00:00,95.703%,69.0,105.0,,67.0,63.672%,1.953%,19.922%,1.172%,1.172%,0.391%,1.172%,0.391%,0.391%,0.391%,68.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.233602,36.607838
306,935,2020.08.04 16:00:00,2020.08.04 14:00:00,94.141%,41.0,165.0,,71.0,42.578%,9.766%,30.859%,3.516%,3.516%,0.391%,1.953%,0.391%,0.391%,0.391%,36.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.183288,36.608928
307,939,2020.08.04 18:00:00,2020.08.04 16:00:00,93.359%,28.0,241.0,,79.0,23.047%,10.547%,23.828%,5.859%,5.078%,4.297%,16.016%,3.516%,0.391%,0.391%,21.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,13.151857,36.609546
308,941,2020.08.04 20:00:00,2020.08.04 18:00:00,95.703%,11.0,491.0,,67.0,21.484%,0.391%,36.328%,26.172%,1.172%,1.172%,7.422%,0.391%,0.391%,0.391%,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.115955,36.613126
309,943,2020.08.04 22:00:00,2020.08.04 20:00:00,93.359%,16.0,440.0,,27.0,27.734%,6.641%,51.953%,5.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,12.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.067393,36.613269
310,945,2020.08.05 00:00:00,2020.08.04 22:00:00,93.359%,22.0,308.0,,29.0,30.078%,2.734%,30.078%,28.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.009792,36.623033
311,953,2020.08.05 02:00:00,2020.08.05 00:00:00,94.141%,6.0,1037.0,,23.0,12.109%,1.953%,73.047%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.965142,36.640983
312,955,2020.08.05 04:00:00,2020.08.05 02:00:00,91.797%,11.0,754.0,,23.0,16.016%,26.953%,46.484%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.916232,36.659391
313,959,2020.08.05 06:00:00,2020.08.05 04:00:00,93.359%,16.0,348.0,,83.0,10.547%,5.078%,28.516%,3.516%,2.734%,3.516%,12.891%,26.172%,0.391%,0.391%,12.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,12.872289,36.670307
314,961,2020.08.05 08:00:00,2020.08.05 06:00:00,91.797%,8.0,987.0,,81.0,4.297%,8.984%,39.453%,3.516%,1.953%,1.953%,19.922%,11.328%,0.391%,0.391%,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.836072,36.681309
315,963,2020.08.05 10:00:00,2020.08.05 08:00:00,93.359%,25.0,216.0,,87.0,23.047%,9.766%,22.266%,8.203%,3.516%,1.172%,4.297%,19.141%,0.391%,0.391%,22.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.801937,36.692795
316,967,2020.08.05 12:00:00,2020.08.05 10:00:00,92.578%,28.0,284.0,,83.0,44.141%,4.297%,8.984%,1.953%,1.953%,1.172%,12.891%,15.234%,0.391%,0.391%,24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.773079,36.708927
317,969,2020.08.05 14:00:00,2020.08.05 12:00:00,91.797%,29.0,208.0,,87.0,39.453%,1.172%,9.766%,2.734%,2.734%,1.953%,12.109%,20.703%,0.391%,0.391%,26.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.732107,36.715224
318,975,2020.08.05 16:00:00,2020.08.05 14:00:00,88.672%,4.0,1558.0,,71.0,2.734%,5.859%,8.984%,5.078%,16.016%,16.797%,31.641%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,12.694642,36.722374
319,977,2020.08.05 18:00:00,2020.08.05 16:00:00,86.328%,6.0,1070.0,,67.0,3.516%,1.953%,8.203%,13.672%,26.172%,20.703%,12.109%,0.391%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.659856,36.735299
320,979,2020.08.05 20:00:00,2020.08.05 18:00:00,92.578%,3.0,2291.0,,29.0,5.859%,1.172%,65.234%,19.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.630477,36.744957
321,985,2020.08.05 22:00:00,2020.08.05 20:00:00,93.359%,39.0,176.0,,21.0,49.609%,2.734%,38.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.588362,36.756436
322,990,2020.08.06 00:00:00,2020.08.05 22:00:00,91.016%,24.0,281.0,,25.0,39.453%,12.891%,36.328%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,20.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.547076,36.773561
323,993,2020.08.06 02:00:00,2020.08.06 00:00:00,91.797%,22.0,257.0,,21.0,19.141%,8.203%,58.984%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,18.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.520039,36.788221
324,995,2020.08.06 04:00:00,2020.08.06 02:00:00,91.797%,47.0,151.0,,25.0,55.078%,2.734%,29.297%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.497323,36.800155
325,999,2020.08.06 06:00:00,2020.08.06 04:00:00,92.578%,12.0,561.0,,63.0,5.078%,1.172%,41.016%,15.234%,19.141%,5.078%,4.297%,0.391%,0.391%,0.391%,7.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,12.478013,36.807377
326,1001,2020.08.06 08:00:00,2020.08.06 06:00:00,89.453%,93.0,68.0,,63.0,43.359%,0.391%,23.828%,1.953%,1.172%,1.172%,11.328%,0.391%,0.391%,0.391%,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.482484,36.816267
