Depth Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Approx Depth AQ Time Longitude,Approx Depth AQ Time Latitude
14,87,2020.07.11 04:00:00,2020.07.11 02:00:00,94.922%,49.0,144.0,,13.0,38.672%,24.609%,27.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,45.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.054262,37.902008
15,89,2020.07.11 06:00:00,2020.07.11 04:00:00,98.047%,132.0,53.0,,7.0,88.672%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,131.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.051783,37.86169
16,91,2020.07.11 08:00:00,2020.07.11 06:00:00,98.047%,151.0,47.0,,5.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.049301,37.82137
17,93,2020.07.11 10:00:00,2020.07.11 08:00:00,97.266%,157.0,45.0,,1.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.046822,37.781048
18,95,2020.07.11 12:00:00,2020.07.11 10:00:00,97.266%,138.0,50.0,,1.0,88.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.045534,37.7532
19,99,2020.07.11 14:00:00,2020.07.11 12:00:00,97.266%,134.0,52.0,,7.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05718,37.741627
20,101,2020.07.11 16:00:00,2020.07.11 14:00:00,98.047%,132.0,53.0,,1.0,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.068827,37.73005
21,103,2020.07.11 18:00:00,2020.07.11 16:00:00,97.266%,102.0,68.0,,3.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.083477,37.720966
22,107,2020.07.11 20:00:00,2020.07.11 18:00:00,44.141%,28.0,105.0,,7.0,41.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.090553,37.7204
23,111,2020.07.11 22:00:00,2020.07.11 20:00:00,26.172%,8.0,243.0,,7.0,23.828%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.092304,37.71451
24,114,2020.07.12 00:00:00,2020.07.11 22:00:00,88.672%,58.0,112.0,,5.0,84.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.094015,37.69378
25,117,2020.07.12 02:00:00,2020.07.12 00:00:00,62.891%,49.0,94.0,,1.0,59.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.080042,37.673725
26,119,2020.07.12 04:00:00,2020.07.12 02:00:00,98.047%,102.0,69.0,,1.0,91.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.065378,37.64965
27,121,2020.07.12 06:00:00,2020.07.12 04:00:00,71.484%,63.0,80.0,,5.0,67.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.046766,37.628677
28,123,2020.07.12 08:00:00,2020.07.12 06:00:00,98.047%,74.0,96.0,,3.0,93.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.016233,37.61773
29,125,2020.07.12 10:00:00,2020.07.12 08:00:00,92.578%,78.0,84.0,,9.0,86.328%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.991019,37.614906
30,128,2020.07.12 12:00:00,2020.07.12 10:00:00,83.984%,49.0,123.0,,9.0,80.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969112,37.61221
31,133,2020.07.12 14:00:00,2020.07.12 12:00:00,63.672%,25.0,184.0,,5.0,62.109%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.958968,37.6113
32,137,2020.07.12 16:00:00,2020.07.12 14:00:00,81.641%,42.0,127.0,,7.0,77.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.958449,37.601383
33,139,2020.07.12 18:00:00,2020.07.12 16:00:00,91.797%,27.0,257.0,,3.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.946003,37.59573
34,143,2020.07.12 20:00:00,2020.07.12 18:00:00,31.641%,19.0,137.0,,7.0,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.929989,37.59593
35,145,2020.07.12 22:00:00,2020.07.12 20:00:00,22.266%,3.0,407.0,,5.0,22.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.913751,37.59195
36,149,2020.07.13 00:00:00,2020.07.12 22:00:00,51.172%,13.0,282.0,,9.0,48.828%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.893404,37.589214
37,153,2020.07.13 02:00:00,2020.07.13 00:00:00,47.266%,25.0,136.0,,3.0,45.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.874286,37.586674
38,155,2020.07.13 04:00:00,2020.07.13 02:00:00,67.578%,49.0,101.0,,5.0,64.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.860476,37.5885
39,159,2020.07.13 06:00:00,2020.07.13 04:00:00,44.922%,13.0,228.0,,5.0,44.141%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.838603,37.596493
40,161,2020.07.13 08:00:00,2020.07.13 06:00:00,91.016%,31.0,221.0,,11.0,87.109%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.825216,37.61137
41,163,2020.07.13 10:00:00,2020.07.13 08:00:00,61.328%,24.0,178.0,,15.0,58.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.810871,37.62051
42,168,2020.07.13 12:00:00,2020.07.13 10:00:00,41.016%,9.0,357.0,,3.0,41.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.801835,37.639736
43,171,2020.07.13 14:00:00,2020.07.13 12:00:00,55.078%,14.0,271.0,,5.0,54.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.787683,37.64748
44,175,2020.07.13 16:00:00,2020.07.13 14:00:00,50.391%,4.0,911.0,,3.0,50.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.766975,37.65584
45,177,2020.07.13 18:00:00,2020.07.13 16:00:00,82.422%,60.0,100.0,,43.0,75.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.743415,37.672714
46,179,2020.07.13 20:00:00,2020.07.13 18:00:00,67.578%,63.0,76.0,,1.0,62.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.712848,37.69451
47,183,2020.07.13 22:00:00,2020.07.13 20:00:00,76.953%,10.0,499.0,,9.0,73.047%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68732,37.705368
48,185,2020.07.14 00:00:00,2020.07.13 22:00:00,10.547%,0.0,1818.0,,5.0,10.547%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.668466,37.71466
49,189,2020.07.14 02:00:00,2020.07.14 00:00:00,73.828%,24.0,230.0,,9.0,33.984%,38.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.652171,37.72082
50,193,2020.07.14 04:00:00,2020.07.14 02:00:00,47.266%,6.0,485.0,,1.0,46.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.634326,37.720257
51,195,2020.07.14 06:00:00,2020.07.14 04:00:00,44.922%,36.0,92.0,,3.0,42.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.619947,37.725433
52,199,2020.07.14 08:00:00,2020.07.14 06:00:00,36.328%,7.0,327.0,,1.0,35.547%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.599384,37.725613
53,201,2020.07.14 10:00:00,2020.07.14 08:00:00,1.172%,1.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.569417,37.730865
54,206,2020.07.14 12:00:00,2020.07.14 10:00:00,3.516%,8.0,36.0,,1.0,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.544853,37.7452
55,209,2020.07.14 14:00:00,2020.07.14 12:00:00,1.172%,1.0,59.0,,3.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.530376,37.757607
56,211,2020.07.14 16:00:00,2020.07.14 14:00:00,93.359%,109.0,62.0,,1.0,86.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.50943,37.78331
57,213,2020.07.14 18:00:00,2020.07.14 16:00:00,95.703%,99.0,69.0,,23.0,84.766%,1.172%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,98.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.488484,37.809013
58,215,2020.07.14 20:00:00,2020.07.14 18:00:00,96.484%,111.0,63.0,,11.0,87.891%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.467538,37.83472
59,217,2020.07.14 22:00:00,2020.07.14 20:00:00,96.484%,92.0,75.0,,1.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.480767,37.835224
60,221,2020.07.15 00:00:00,2020.07.14 22:00:00,98.047%,86.0,82.0,,1.0,92.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.505386,37.82733
61,225,2020.07.15 02:00:00,2020.07.15 00:00:00,89.453%,31.0,206.0,,9.0,75.391%,12.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.515137,37.816265
62,227,2020.07.15 04:00:00,2020.07.15 02:00:00,96.484%,87.0,81.0,,7.0,91.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.532764,37.803036
63,229,2020.07.15 06:00:00,2020.07.15 04:00:00,97.266%,92.0,76.0,,1.0,91.797%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.555413,37.797047
64,233,2020.07.15 08:00:00,2020.07.15 06:00:00,81.641%,78.0,74.0,,7.0,74.609%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.579096,37.801636
65,235,2020.07.15 10:00:00,2020.07.15 08:00:00,98.047%,90.0,79.0,,1.0,92.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.60423,37.816227
66,237,2020.07.15 12:00:00,2020.07.15 10:00:00,66.016%,69.0,69.0,,1.0,61.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.620624,37.83212
67,241,2020.07.15 14:00:00,2020.07.15 12:00:00,32.422%,31.0,75.0,,1.0,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.633212,37.842075
68,245,2020.07.15 16:00:00,2020.07.15 14:00:00,45.703%,50.0,65.0,,1.0,42.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.648266,37.851227
69,247,2020.07.15 18:00:00,2020.07.15 16:00:00,91.016%,92.0,71.0,,3.0,85.547%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.662451,37.86316
70,249,2020.07.15 20:00:00,2020.07.15 18:00:00,45.703%,45.0,73.0,,1.0,43.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.659931,37.871616
71,251,2020.07.15 22:00:00,2020.07.15 20:00:00,27.734%,23.0,88.0,,1.0,26.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.644168,37.866722
72,257,2020.07.16 00:00:00,2020.07.15 22:00:00,0.391%,0.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62232,37.861034
73,259,2020.07.16 02:00:00,2020.07.16 00:00:00,0.391%,0.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.596679,37.850258
74,261,2020.07.16 04:00:00,2020.07.16 02:00:00,53.516%,34.0,117.0,,5.0,51.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.584257,37.838943
75,263,2020.07.16 06:00:00,2020.07.16 04:00:00,94.141%,91.0,74.0,,5.0,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.588057,37.83395
76,265,2020.07.16 08:00:00,2020.07.16 06:00:00,96.484%,104.0,67.0,,1.0,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.595877,37.831524
77,267,2020.07.16 10:00:00,2020.07.16 08:00:00,75.391%,81.0,67.0,,3.0,70.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.605426,37.82663
78,269,2020.07.16 12:00:00,2020.07.16 10:00:00,96.484%,109.0,63.0,,11.0,88.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.628433,37.830666
79,273,2020.07.16 14:00:00,2020.07.16 12:00:00,97.266%,113.0,62.0,,3.0,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.654622,37.8424
80,275,2020.07.16 16:00:00,2020.07.16 14:00:00,97.266%,134.0,52.0,,17.0,86.328%,1.172%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,132.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.680811,37.854134
81,277,2020.07.16 18:00:00,2020.07.16 16:00:00,96.484%,146.0,47.0,,17.0,84.766%,1.172%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,145.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.707,37.865868
82,279,2020.07.16 20:00:00,2020.07.16 18:00:00,95.703%,125.0,55.0,,39.0,77.734%,2.734%,5.859%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,123.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.733188,37.8776
83,281,2020.07.16 22:00:00,2020.07.16 20:00:00,96.484%,120.0,58.0,,17.0,85.547%,1.172%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,119.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.759377,37.889336
84,283,2020.07.17 00:00:00,2020.07.16 22:00:00,94.922%,90.0,75.0,,21.0,73.828%,10.547%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,87.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.785566,37.90107
85,287,2020.07.17 02:00:00,2020.07.17 00:00:00,95.703%,51.0,119.0,,23.0,75.391%,13.672%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,45.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.796333,37.917297
86,293,2020.07.17 04:00:00,2020.07.17 02:00:00,96.484%,119.0,67.0,,55.0,80.078%,6.641%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,111.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.803628,37.891373
87,295,2020.07.17 06:00:00,2020.07.17 04:00:00,97.266%,135.0,52.0,,1.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.810923,37.86545
88,297,2020.07.17 08:00:00,2020.07.17 06:00:00,98.047%,109.0,64.0,,1.0,91.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.818218,37.83953
89,299,2020.07.17 10:00:00,2020.07.17 08:00:00,96.484%,131.0,53.0,,1.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.825513,37.813606
