Depth Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Approx Depth AQ Time Longitude,Approx Depth AQ Time Latitude
367,1119,2020.08.09 18:00:00,2020.08.09 16:00:00,90.234%,50.0,126.0,,65.0,27.734%,1.953%,5.078%,12.891%,17.578%,13.672%,7.422%,0.391%,0.391%,0.391%,46.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,11.387888,36.637398
368,1121,2020.08.09 20:00:00,2020.08.09 18:00:00,92.578%,12.0,499.0,,57.0,17.578%,11.328%,26.172%,17.578%,13.672%,3.516%,2.734%,0.391%,0.391%,0.391%,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.379466,36.6505
369,1123,2020.08.09 22:00:00,2020.08.09 20:00:00,94.141%,56.0,136.0,,23.0,44.141%,16.016%,27.734%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,52.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.365951,36.654987
370,1125,2020.08.10 00:00:00,2020.08.09 22:00:00,93.359%,62.0,107.0,,119.0,58.984%,1.953%,12.109%,3.516%,3.516%,0.391%,1.172%,1.172%,1.172%,4.297%,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.353359,36.657616
371,1131,2020.08.10 02:00:00,2020.08.10 00:00:00,94.141%,25.0,267.0,,117.0,30.859%,8.984%,34.766%,8.984%,1.172%,1.172%,1.172%,1.172%,1.172%,2.734%,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.350037,36.663357
372,1133,2020.08.10 04:00:00,2020.08.10 02:00:00,93.359%,29.0,201.0,,121.0,34.766%,8.984%,19.922%,8.984%,1.953%,1.172%,2.734%,2.734%,2.734%,6.641%,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.355609,36.671047
373,1135,2020.08.10 06:00:00,2020.08.10 04:00:00,91.797%,9.0,809.0,,79.0,5.859%,5.078%,8.203%,11.328%,49.609%,7.422%,2.734%,1.172%,0.391%,0.391%,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,11.35801,36.685024
374,1139,2020.08.10 08:00:00,2020.08.10 06:00:00,93.359%,6.0,1090.0,,43.0,2.734%,1.953%,4.297%,5.078%,78.516%,1.172%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,11.359904,36.69302
375,1141,2020.08.10 10:00:00,2020.08.10 08:00:00,95.703%,89.0,85.0,,65.0,52.734%,1.172%,11.328%,6.641%,12.891%,2.734%,2.734%,0.391%,0.391%,0.391%,86.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,11.355512,36.71031
376,1143,2020.08.10 12:00:00,2020.08.10 10:00:00,95.703%,118.0,59.0,,127.0,66.016%,1.172%,1.953%,3.516%,8.984%,0.391%,1.172%,1.172%,1.172%,3.516%,116.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.360817,36.732037
377,1147,2020.08.10 14:00:00,2020.08.10 12:00:00,96.484%,134.0,52.0,,129.0,78.516%,0.391%,1.172%,1.172%,0.391%,0.391%,1.172%,1.172%,1.172%,1.953%,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.354755,36.747005
378,1151,2020.08.10 16:00:00,2020.08.10 14:00:00,93.359%,72.0,94.0,,65.0,38.672%,1.172%,8.984%,5.078%,3.516%,12.891%,18.359%,0.391%,0.391%,0.391%,68.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,11.34558,36.758842
379,1153,2020.08.10 18:00:00,2020.08.10 16:00:00,92.578%,33.0,196.0,,81.0,21.484%,1.953%,9.766%,6.641%,10.547%,32.422%,6.641%,1.172%,0.391%,0.391%,28.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,11.34631,36.783306
380,1155,2020.08.10 20:00:00,2020.08.10 18:00:00,89.453%,26.0,247.0,,51.0,32.422%,1.172%,2.734%,4.297%,30.078%,16.016%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.351901,36.792458
381,1157,2020.08.10 22:00:00,2020.08.10 20:00:00,57.422%,91.0,45.0,,5.0,51.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.354255,36.797886
382,1160,2020.08.11 00:00:00,2020.08.10 22:00:00,48.047%,91.0,38.0,,1.0,42.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.360188,36.79236
383,1165,2020.08.11 02:00:00,2020.08.11 00:00:00,92.578%,109.0,61.0,,23.0,77.734%,2.734%,3.516%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.347365,36.790146
384,1169,2020.08.11 04:00:00,2020.08.11 02:00:00,93.359%,92.0,72.0,,23.0,66.016%,10.547%,9.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,89.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.340782,36.791637
385,1171,2020.08.11 06:00:00,2020.08.11 04:00:00,91.797%,58.0,117.0,,87.0,30.078%,7.422%,8.203%,13.672%,12.109%,7.422%,5.859%,2.734%,0.391%,0.391%,50.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,11.35224,36.80471
386,1173,2020.08.11 08:00:00,2020.08.11 06:00:00,94.141%,73.0,93.0,,71.0,51.953%,1.172%,3.516%,15.234%,7.422%,2.734%,8.984%,0.391%,0.391%,0.391%,70.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.365915,36.815056
387,1175,2020.08.11 10:00:00,2020.08.11 08:00:00,55.078%,49.0,80.0,,67.0,28.516%,0.391%,5.078%,8.203%,2.734%,2.734%,3.516%,0.391%,0.391%,0.391%,47.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.369911,36.81653
388,1179,2020.08.11 12:00:00,2020.08.11 10:00:00,95.703%,97.0,71.0,,89.0,79.297%,0.391%,0.391%,1.172%,1.172%,1.172%,2.734%,4.297%,0.391%,0.391%,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.365513,36.820503
389,1183,2020.08.11 14:00:00,2020.08.11 12:00:00,83.203%,41.0,134.0,,85.0,26.172%,1.172%,3.516%,5.859%,8.203%,17.578%,16.016%,2.734%,0.391%,0.391%,38.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,11.348684,36.828278
390,1185,2020.08.11 16:00:00,2020.08.11 14:00:00,96.484%,99.0,76.0,,43.0,67.578%,0.391%,8.203%,12.891%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,97.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.336582,36.844303
391,1187,2020.08.11 18:00:00,2020.08.11 16:00:00,94.922%,86.0,79.0,,73.0,57.422%,1.172%,4.297%,3.516%,4.297%,11.328%,7.422%,0.391%,0.391%,0.391%,84.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,11.331025,36.87001
392,1189,2020.08.11 20:00:00,2020.08.11 18:00:00,98.047%,91.0,78.0,,49.0,73.828%,0.391%,1.172%,5.078%,7.422%,4.297%,0.391%,0.391%,0.391%,0.391%,89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.3374,36.886715
393,1191,2020.08.11 22:00:00,2020.08.11 20:00:00,97.266%,91.0,77.0,,1.0,91.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.343775,36.903423
394,1193,2020.08.12 00:00:00,2020.08.11 22:00:00,95.703%,60.0,115.0,,1.0,91.797%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.346949,36.906105
395,1197,2020.08.12 02:00:00,2020.08.12 00:00:00,98.047%,117.0,60.0,,1.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.336523,36.92166
396,1199,2020.08.12 04:00:00,2020.08.12 02:00:00,98.828%,117.0,60.0,,1.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.326097,36.93722
397,1203,2020.08.12 06:00:00,2020.08.12 04:00:00,92.578%,50.0,133.0,,89.0,37.891%,1.172%,9.766%,12.109%,3.516%,2.734%,11.328%,11.328%,0.391%,0.391%,46.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,11.326045,36.95794
398,1205,2020.08.12 08:00:00,2020.08.12 06:00:00,91.016%,93.0,71.0,,93.0,73.047%,0.391%,1.172%,1.172%,1.172%,0.391%,1.953%,5.078%,1.172%,0.391%,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.332303,36.983658
399,1207,2020.08.12 10:00:00,2020.08.12 08:00:00,96.484%,102.0,68.0,,41.0,83.203%,0.391%,1.953%,1.953%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,101.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.338562,37.009377
400,1211,2020.08.12 12:00:00,2020.08.12 10:00:00,95.703%,127.0,55.0,,1.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34482,37.035095
401,1213,2020.08.12 14:00:00,2020.08.12 12:00:00,55.078%,136.0,29.0,,1.0,47.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.366583,37.0354
402,1215,2020.08.12 16:00:00,2020.08.12 14:00:00,85.547%,137.0,45.0,,1.0,77.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.361731,37.05087
403,1217,2020.08.12 18:00:00,2020.08.12 16:00:00,96.484%,84.0,72.0,,85.0,62.891%,0.391%,1.172%,1.172%,2.734%,1.172%,1.172%,20.703%,0.391%,0.391%,82.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.354611,37.065777
404,1223,2020.08.12 20:00:00,2020.08.12 18:00:00,92.578%,37.0,206.0,,85.0,52.734%,1.172%,11.328%,5.078%,1.172%,1.172%,1.953%,15.234%,0.391%,0.391%,34.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.359229,37.080013
405,1225,2020.08.12 22:00:00,2020.08.12 20:00:00,96.484%,74.0,93.0,,3.0,92.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.364529,37.092476
406,1227,2020.08.13 00:00:00,2020.08.12 22:00:00,96.484%,78.0,90.0,,1.0,91.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36983,37.10494
407,1231,2020.08.13 02:00:00,2020.08.13 00:00:00,98.828%,71.0,97.0,,1.0,94.141%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37513,37.117397
408,1233,2020.08.13 04:00:00,2020.08.13 02:00:00,97.266%,79.0,92.0,,1.0,92.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38043,37.12986
409,1235,2020.08.13 06:00:00,2020.08.13 04:00:00,91.797%,10.0,485.0,,99.0,7.422%,1.172%,3.516%,6.641%,7.422%,13.672%,16.797%,26.953%,6.641%,0.391%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.388977,37.13546
410,1239,2020.08.13 08:00:00,2020.08.13 06:00:00,87.109%,16.0,501.0,,83.0,15.234%,1.172%,22.266%,32.422%,3.516%,1.172%,4.297%,5.859%,0.391%,0.391%,12.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11.403488,37.13192
411,1241,2020.08.13 10:00:00,2020.08.13 08:00:00,80.078%,31.0,181.0,,77.0,19.141%,2.734%,13.672%,5.859%,4.297%,8.203%,21.484%,4.297%,0.391%,0.391%,28.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,11.408755,37.141876
412,1243,2020.08.13 12:00:00,2020.08.13 10:00:00,69.922%,63.0,80.0,,97.0,51.172%,0.391%,1.172%,0.391%,0.391%,0.391%,1.953%,6.641%,2.734%,0.391%,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.421708,37.1581
413,1249,2020.08.13 14:00:00,2020.08.13 12:00:00,57.422%,8.0,397.0,,95.0,8.984%,1.172%,8.984%,2.734%,1.953%,2.734%,5.859%,23.828%,0.391%,0.391%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.420397,37.171875
414,1251,2020.08.13 16:00:00,2020.08.13 14:00:00,92.578%,74.0,93.0,,75.0,55.078%,0.391%,14.453%,5.078%,2.734%,3.516%,5.078%,1.172%,0.391%,0.391%,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.408382,37.19079
415,1253,2020.08.13 18:00:00,2020.08.13 16:00:00,89.453%,137.0,55.0,,13.0,81.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.406955,37.206387
416,1255,2020.08.13 20:00:00,2020.08.13 18:00:00,95.703%,103.0,67.0,,33.0,80.859%,0.391%,1.172%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.405527,37.22199
417,1257,2020.08.13 22:00:00,2020.08.13 20:00:00,94.922%,110.0,62.0,,1.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4041,37.237587
418,1259,2020.08.14 00:00:00,2020.08.13 22:00:00,94.922%,98.0,71.0,,1.0,88.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.403899,37.25932
419,1263,2020.08.14 02:00:00,2020.08.14 00:00:00,94.922%,89.0,77.0,,25.0,71.484%,0.391%,7.422%,9.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.40039,37.284767
420,1265,2020.08.14 04:00:00,2020.08.14 02:00:00,98.047%,104.0,68.0,,5.0,91.797%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.383277,37.302956
421,1269,2020.08.14 06:00:00,2020.08.14 04:00:00,93.359%,48.0,138.0,,87.0,30.859%,1.172%,10.547%,3.516%,3.516%,4.297%,11.328%,25.391%,0.391%,0.391%,45.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.366401,37.317944
422,1273,2020.08.14 08:00:00,2020.08.14 06:00:00,91.016%,4.0,2077.0,,87.0,1.953%,1.172%,19.141%,33.984%,2.734%,1.953%,7.422%,23.047%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,11.350256,37.328445
423,1275,2020.08.14 10:00:00,2020.08.14 08:00:00,92.578%,48.0,143.0,,81.0,44.141%,1.172%,5.859%,23.828%,5.859%,1.953%,5.078%,1.953%,0.391%,0.391%,46.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.341137,37.353107
424,1277,2020.08.14 12:00:00,2020.08.14 10:00:00,83.984%,63.0,97.0,,83.0,50.391%,1.172%,3.516%,5.078%,1.953%,1.172%,7.422%,8.984%,0.391%,0.391%,59.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.325104,37.37656
425,1281,2020.08.14 14:00:00,2020.08.14 12:00:00,93.359%,79.0,84.0,,85.0,62.891%,1.172%,3.516%,1.953%,1.953%,1.172%,5.078%,9.766%,0.391%,0.391%,78.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.282007,37.396137
426,1283,2020.08.14 16:00:00,2020.08.14 14:00:00,96.484%,119.0,59.0,,81.0,78.516%,0.391%,1.172%,1.172%,1.172%,2.734%,1.953%,2.734%,0.391%,0.391%,117.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.242937,37.41268
427,1287,2020.08.14 18:00:00,2020.08.14 16:00:00,91.797%,59.0,108.0,,95.0,34.766%,1.172%,5.078%,5.859%,8.984%,12.109%,9.766%,7.422%,3.516%,0.391%,55.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,11.213916,37.421696
428,1289,2020.08.14 20:00:00,2020.08.14 18:00:00,91.797%,29.0,234.0,,77.0,41.016%,1.172%,5.078%,13.672%,17.578%,2.734%,6.641%,1.953%,0.391%,0.391%,26.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.204974,37.421337
429,1291,2020.08.14 22:00:00,2020.08.14 20:00:00,91.797%,80.0,82.0,,9.0,76.172%,10.547%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.211375,37.41089
430,1295,2020.08.15 00:00:00,2020.08.14 22:00:00,90.234%,94.0,69.0,,19.0,69.922%,1.172%,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.204992,37.408978
431,1299,2020.08.15 02:00:00,2020.08.15 00:00:00,93.359%,75.0,89.0,,17.0,64.453%,13.672%,11.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,73.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.198834,37.406357
432,1301,2020.08.15 04:00:00,2020.08.15 02:00:00,91.016%,76.0,87.0,,89.0,62.109%,7.422%,10.547%,1.172%,0.391%,1.172%,1.172%,1.953%,0.391%,0.391%,74.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.183987,37.409206
433,1303,2020.08.15 06:00:00,2020.08.15 04:00:00,92.578%,46.0,121.0,,95.0,26.953%,1.172%,7.422%,11.328%,16.797%,6.641%,12.109%,5.078%,1.953%,0.391%,42.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,11.162266,37.423706
434,1307,2020.08.15 08:00:00,2020.08.15 06:00:00,93.359%,20.0,374.0,,89.0,9.766%,1.172%,11.328%,21.484%,30.859%,5.859%,3.516%,7.422%,0.391%,0.391%,16.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,11.141679,37.44257
435,1309,2020.08.15 10:00:00,2020.08.15 08:00:00,91.016%,52.0,117.0,,95.0,30.859%,1.172%,6.641%,11.328%,8.203%,7.422%,12.109%,8.984%,0.391%,0.391%,48.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,11.12441,37.475353
436,1311,2020.08.15 12:00:00,2020.08.15 10:00:00,91.797%,29.0,190.0,,85.0,28.516%,1.953%,4.297%,2.734%,2.734%,8.203%,29.297%,13.672%,0.391%,0.391%,25.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.110464,37.493694
437,1317,2020.08.15 14:00:00,2020.08.15 12:00:00,82.422%,17.0,426.0,,73.0,19.922%,1.172%,3.516%,3.516%,2.734%,34.766%,16.797%,0.391%,0.391%,0.391%,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,11.08459,37.50216
438,1319,2020.08.15 16:00:00,2020.08.15 14:00:00,91.016%,30.0,198.0,,71.0,23.047%,1.172%,5.078%,4.297%,13.672%,38.672%,3.516%,0.391%,0.391%,0.391%,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.058281,37.51786
439,1321,2020.08.15 18:00:00,2020.08.15 16:00:00,93.359%,83.0,92.0,,87.0,50.391%,1.172%,8.203%,5.078%,12.891%,2.734%,1.953%,5.078%,0.391%,0.391%,80.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,11.037041,37.537064
440,1325,2020.08.15 20:00:00,2020.08.15 18:00:00,93.359%,54.0,124.0,,37.0,55.078%,1.172%,9.766%,7.422%,16.016%,0.391%,0.391%,0.391%,0.391%,0.391%,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.022376,37.55056
441,1327,2020.08.15 22:00:00,2020.08.15 20:00:00,92.578%,92.0,71.0,,1.0,86.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01276,37.55752
442,1329,2020.08.16 00:00:00,2020.08.15 22:00:00,91.797%,116.0,58.0,,7.0,83.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.002954,37.562943
443,1333,2020.08.16 02:00:00,2020.08.16 00:00:00,69.141%,88.0,57.0,,21.0,58.984%,1.953%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.984301,37.573135
444,1335,2020.08.16 04:00:00,2020.08.16 02:00:00,91.797%,107.0,62.0,,3.0,83.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.958394,37.585182
445,1339,2020.08.16 06:00:00,2020.08.16 04:00:00,90.234%,68.0,90.0,,97.0,42.578%,1.953%,5.859%,5.859%,5.078%,4.297%,14.453%,4.297%,1.172%,0.391%,63.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.92937,37.6176
446,1341,2020.08.16 08:00:00,2020.08.16 06:00:00,92.578%,39.0,179.0,,69.0,30.078%,1.172%,4.297%,16.016%,7.422%,10.547%,21.484%,0.391%,0.391%,0.391%,36.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,10.922301,37.6523
447,1345,2020.08.16 10:00:00,2020.08.16 08:00:00,96.484%,129.0,54.0,,97.0,77.734%,0.391%,1.953%,1.172%,1.172%,1.172%,1.172%,1.953%,1.172%,0.391%,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.924879,37.687057
448,1351,2020.08.16 12:00:00,2020.08.16 10:00:00,95.703%,109.0,63.0,,91.0,66.016%,3.516%,4.297%,3.516%,5.859%,0.391%,1.172%,1.953%,0.391%,0.391%,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.92798,37.718117
449,1353,2020.08.16 14:00:00,2020.08.16 12:00:00,94.922%,65.0,106.0,,61.0,44.922%,1.953%,23.828%,7.422%,6.641%,4.297%,1.953%,0.391%,0.391%,0.391%,60.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,10.923085,37.741325
450,1355,2020.08.16 16:00:00,2020.08.16 14:00:00,92.578%,13.0,517.0,,83.0,13.672%,1.953%,7.422%,4.297%,3.516%,3.516%,33.203%,24.609%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.912183,37.759518
451,1357,2020.08.16 18:00:00,2020.08.16 16:00:00,93.359%,38.0,163.0,,89.0,33.203%,0.391%,5.859%,26.172%,8.203%,1.953%,9.766%,5.859%,0.391%,0.391%,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.910361,37.77492
452,1361,2020.08.16 20:00:00,2020.08.16 18:00:00,93.359%,20.0,347.0,,35.0,13.672%,2.734%,33.984%,30.078%,12.109%,0.391%,0.391%,0.391%,0.391%,0.391%,17.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.91404,37.77909
453,1363,2020.08.16 22:00:00,2020.08.16 20:00:00,91.016%,39.0,162.0,,99.0,39.453%,4.297%,18.359%,14.453%,4.297%,1.172%,1.953%,2.734%,1.172%,0.391%,35.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.90042,37.77325
454,1366,2020.08.17 00:00:00,2020.08.16 22:00:00,91.016%,6.0,1054.0,,103.0,5.859%,13.672%,39.453%,16.797%,3.516%,2.734%,4.297%,3.516%,1.172%,0.391%,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,10.870684,37.77154
455,1371,2020.08.17 02:00:00,2020.08.17 00:00:00,90.234%,7.0,936.0,,51.0,2.734%,3.516%,47.266%,6.641%,2.734%,18.359%,8.203%,0.391%,0.391%,0.391%,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,10.852273,37.77764
456,1373,2020.08.17 04:00:00,2020.08.17 02:00:00,95.703%,63.0,117.0,,45.0,45.703%,1.172%,12.891%,5.859%,3.516%,22.266%,0.391%,0.391%,0.391%,0.391%,61.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.845536,37.791718
457,1375,2020.08.17 06:00:00,2020.08.17 04:00:00,94.922%,72.0,95.0,,45.0,42.578%,6.641%,11.328%,27.734%,1.172%,1.953%,0.391%,0.391%,0.391%,0.391%,65.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,10.846333,37.812756
